code,event,participants

CGO,Judo Men's Half-Middleweight,1

SUI,Football Men's Football,43

SUI,Alpine Skiing Women's Slalom,57

SUI,Athletics Men's Marathon,24

SUI,Alpine Skiing Men's Slalom,69

SUI,Alpine Skiing Men's Combined,33

SUI,Alpine Skiing Men's Downhill,75

SUI,Alpine Skiing Men's Super G,32

SUI,Alpine Skiing Men's Giant Slalom,68

SUI,Cycling Men's 100 kilometres Team Time Trial,24

SUI,Bobsleigh Men's Two,72

SUI,Bobsleigh Men's Four,140

SUI,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",5

SUI,Alpine Skiing Women's Downhill,69

SUI,Alpine Skiing Women's Giant Slalom,63

SUI,"Cycling Men's Tandem Sprint, 2,000 metres",8

SUI,Athletics Men's 50 kilometres Walk,16

SUI,Athletics Women's 200 metres,6

SUI,Ice Hockey Men's Ice Hockey,282

SUI,"Cycling Men's Road Race, Individual",77

SUI,Cycling Men's Points Race,6

SUI,"Equestrianism Mixed Dressage, Individual",42

SUI,"Equestrianism Mixed Dressage, Team",39

SUI,Tennis Men's Singles,17

SUI,Tennis Men's Doubles,16

SUI,Weightlifting Men's Middleweight,9

SUI,Weightlifting Men's Lightweight,9

SUI,"Ski Jumping Men's Normal Hill, Individual",69

SUI,Cross Country Skiing Men's 18 kilometres,25

SUI,Nordic Combined Men's Individual,49

SUI,Handball Men's Handball,59

SUI,"Fencing Men's epee, Team",78

SUI,"Fencing Men's Foil, Individual",20

SUI,"Fencing Men's Foil, Team",22

SUI,Cycling Men's Individual Time Trial,9

SUI,Rowing Men's Coxless Fours,28

SUI,Rowing Men's Coxed Fours,51

SUI,"Shooting Men's Rapid-Fire Pistol, 25 metres",15

SUI,Basketball Men's Basketball,36

SUI,Badminton Women's Singles,6

SUI,Badminton Women's Doubles,2

SUI,Cross Country Skiing Women's 5 kilometres,22

SUI,Cross Country Skiing Women's 30 kilometres,15

SUI,Cross Country Skiing Women's 5/10 kilometres Pursuit,10

SUI,Cross Country Skiing Women's 4 x 5 kilometres Relay,28

SUI,Cross Country Skiing Women's 15 kilometres,9

SUI,Cross Country Skiing Women's 5/5 kilometres Pursuit,2

SUI,Figure Skating Mixed Pairs,14

SUI,"Speed Skating Men's 5,000 metres",12

SUI,Ice Hockey Women's Ice Hockey,59

SUI,Freestyle Skiing Men's Slopestyle,4

SUI,Cross Country Skiing Men's 30 kilometres,46

SUI,Cross Country Skiing Men's 50 kilometres,67

SUI,Cross Country Skiing Men's 4 x 10 kilometres Relay,68

SUI,"Shooting Men's Free Pistol, 50 metres",23

SUI,"Fencing Men's Sabre, Individual",14

SUI,"Fencing Men's Sabre, Team",17

SUI,"Fencing Men's epee, Individual",57

SUI,Athletics Men's Hammer Throw,5

SUI,Cross Country Skiing Men's 15 kilometres,45

SUI,"Canoeing Men's Kayak Doubles, 500 metres",4

SUI,"Canoeing Men's Kayak Doubles, 1,000 metres",10

SUI,"Canoeing Men's Kayak Fours, 1,000 metres",4

SUI,Athletics Women's Long Jump,5

SUI,Athletics Women's Pentathlon,3

SUI,"Ski Jumping Men's Large Hill, Individual",44

SUI,"Ski Jumping Men's Large Hill, Team",20

SUI,"Shooting Men's Military Pistol, Team",5

SUI,"Shooting Men's Free Pistol, 50 metres, Team",10

SUI,"Shooting Men's Free Rifle, Three Positions, 300 metres",19

SUI,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",15

SUI,Sailing Mixed Two Person Keelboat,26

SUI,"Cycling Men's Road Race, Team",19

SUI,Luge Women's Singles,6

SUI,Rowing Men's Coxed Eights,36

SUI,Figure Skating Women's Singles,26

SUI,Athletics Women's Marathon,9

SUI,Curling Men's Curling,24

SUI,"Wrestling Men's Welterweight, Freestyle",11

SUI,Triathlon Women's Olympic Distance,12

SUI,Hockey Men's Hockey,72

SUI,Boxing Men's Bantamweight,3

SUI,"Athletics Men's 3,000 metres Walk",1

SUI,Athletics Men's 10 kilometres Walk,5

SUI,Bobsleigh Men's Four/Five,18

SUI,Athletics Women's 80 metres Hurdles,2

SUI,Athletics Women's 100 metres Hurdles,5

SUI,Athletics Men's Shot Put,11

SUI,"Shooting Women's Air Pistol, 10 metres",7

SUI,"Shooting Women's Sporting Pistol, 25 metres",8

SUI,Rowing Men's Coxed Pairs,24

SUI,"Cycling Men's 1,000 metres Time Trial",11

SUI,Sailing Mixed Two Person Heavyweight Dinghy,14

SUI,"Wrestling Men's Light-Heavyweight, Greco-Roman",7

SUI,Swimming Women's 100 metres Freestyle,9

SUI,Swimming Women's 4 x 100 metres Medley Relay,12

SUI,Swimming Women's 50 metres Freestyle,4

SUI,"Wrestling Men's Lightweight, Freestyle",10

SUI,Athletics Men's 400 metres,14

SUI,Judo Men's Half-Middleweight,7

SUI,Judo Men's Middleweight,5

SUI,Cross Country Skiing Men's 10 kilometres,11

SUI,Cross Country Skiing Men's 10/15 kilometres Pursuit,7

SUI,Athletics Women's 4 x 100 metres Relay,8

SUI,Military Ski Patrol Men's Military Ski Patrol,4

SUI,Alpine Skiing Women's Super G,29

SUI,Alpine Skiing Women's Combined,25

SUI,"Canoeing Men's Kayak Doubles, 10,000 metres",6

SUI,Gymnastics Men's Individual All-Around,101

SUI,Gymnastics Men's Team All-Around,87

SUI,Gymnastics Men's Floor Exercise,80

SUI,Gymnastics Men's Horse Vault,91

SUI,Gymnastics Men's Parallel Bars,97

SUI,Gymnastics Men's Horizontal Bar,98

SUI,Gymnastics Men's Rings,94

SUI,Gymnastics Men's Pommelled Horse,98

SUI,"Canoeing Men's Kayak Singles, 500 metres",6

SUI,"Canoeing Men's Kayak Singles, 1,000 metres",9

SUI,Rowing Men's Coxless Pairs,20

SUI,Sailing Mixed One Person Dinghy,9

SUI,"Equestrianism Mixed Jumping, Individual",50

SUI,"Equestrianism Mixed Jumping, Team",49

SUI,Tennis Women's Singles,11

SUI,Tennis Women's Doubles,12

SUI,Bobsleigh Women's Two,12

SUI,"Athletics Men's 5,000 metres",14

SUI,"Canoeing Men's Kayak Singles, Slalom",9

SUI,Rowing Men's Lightweight Coxless Fours,12

SUI,Athletics Men's 100 metres,20

SUI,Athletics Men's 4 x 400 metres Relay,28

SUI,Athletics Women's 4 x 400 metres Relay,4

SUI,Athletics Men's Pole Vault,6

SUI,Swimming Men's 100 metres Freestyle,19

SUI,Swimming Men's 4 x 200 metres Freestyle Relay,4

SUI,Skeleton Men's Skeleton,10

SUI,"Shooting Men's Military Rifle, 200 metres",1

SUI,Modern Pentathlon Men's Individual,26

SUI,Cross Country Skiing Men's 30 km Skiathlon,10

SUI,"Canoeing Women's Kayak Doubles, 500 metres",2

SUI,"Canoeing Women's Kayak Fours, 500 metres",4

SUI,Athletics Men's 800 metres,17

SUI,Gymnastics Women's Individual All-Around,17

SUI,Gymnastics Women's Team All-Around,12

SUI,Gymnastics Women's Floor Exercise,17

SUI,Gymnastics Women's Horse Vault,17

SUI,Gymnastics Women's Uneven Bars,17

SUI,Gymnastics Women's Balance Beam,17

SUI,Curling Women's Curling,19

SUI,"Cycling Men's Team Pursuit, 4,000 metres",44

SUI,Beach Volleyball Men's Beach Volleyball,14

SUI,"Athletics Men's 3,000 metres Steeplechase",6

SUI,Rowing Men's Quadruple Sculls,28

SUI,Snowboarding Men's Halfpipe,19

SUI,Athletics Men's 110 metres Hurdles,10

SUI,Athletics Men's Long Jump,13

SUI,Freestyle Skiing Women's Slopestyle,2

SUI,"Wrestling Men's Middleweight, Greco-Roman",11

SUI,Cycling Men's Madison,6

SUI,Shooting Men's Trap,6

SUI,"Shooting Men's Air Pistol, 10 metres",3

SUI,"Shooting Mixed Free Rifle, Three Positions, 300 metres",4

SUI,"Art Competitions Mixed Architecture, Architectural Designs",13

SUI,"Shooting Women's Air Rifle, 10 metres",14

SUI,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",13

SUI,"Shooting Men's Air Rifle, 10 metres",11

SUI,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",27

SUI,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",19

SUI,Taekwondo Women's Flyweight,1

SUI,"Art Competitions Mixed Literature, Dramatic Works",3

SUI,"Art Competitions Mixed Literature, Lyric Works",5

SUI,Water Polo Men's Water Polo,36

SUI,"Wrestling Men's Featherweight, Greco-Roman",8

SUI,Freestyle Skiing Men's Moguls,6

SUI,Swimming Men's 4 x 100 metres Freestyle Relay,8

SUI,Athletics Women's High Jump,5

SUI,Diving Men's Springboard,9

SUI,"Equestrianism Men's Three-Day Event, Individual",23

SUI,"Equestrianism Men's Three-Day Event, Team",23

SUI,"Wrestling Men's Welterweight, Greco-Roman",6

SUI,"Cycling Women's Mountainbike, Cross-Country",12

SUI,Swimming Men's 100 metres Backstroke,9

SUI,Biathlon Men's 20 kilometres,27

SUI,Biathlon Men's 4 x 7.5 kilometres Relay,12

SUI,"Shooting Men's Free Rifle, Kneeling, 300 metres",5

SUI,"Shooting Men's Free Rifle, Prone, 300 metres",5

SUI,"Shooting Men's Free Rifle, Standing, 300 metres",5

SUI,Rowing Men's Double Sculls,26

SUI,Freestyle Skiing Women's Moguls,4

SUI,"Wrestling Men's Light-Heavyweight, Freestyle",12

SUI,"Art Competitions Mixed Painting, Applied Arts",20

SUI,"Art Competitions Mixed Sculpturing, Unknown Event",7

SUI,Athletics Women's Shot Put,1

SUI,Athletics Women's Discus Throw,2

SUI,Cross Country Skiing Women's 10 kilometres,15

SUI,Cross Country Skiing Women's Team Sprint,4

SUI,Sailing Mixed Windsurfer,1

SUI,"Fencing Women's Foil, Individual",15

SUI,Judo Men's Half-Lightweight,2

SUI,Athletics Men's Decathlon,29

SUI,Athletics Men's 200 metres,21

SUI,Athletics Men's 4 x 100 metres Relay,24

SUI,"Art Competitions Mixed Sculpturing, Statues",10

SUI,"Art Competitions Mixed Sculpturing, Medals",5

SUI,Badminton Men's Singles,2

SUI,Boxing Men's Heavyweight,5

SUI,Synchronized Swimming Women's Solo,9

SUI,Synchronized Swimming Women's Duet,16

SUI,"Art Competitions Mixed Music, Compositions For Orchestra",5

SUI,Swimming Men's 200 metres Freestyle,11

SUI,Swimming Men's 400 metres Freestyle,14

SUI,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",2

SUI,"Canoeing Men's Kayak Singles, 10,000 metres",3

SUI,Sailing Men's One Person Dinghy,3

SUI,Shooting Mixed Trap,3

SUI,Swimming Men's 200 metres Breaststroke,17

SUI,Athletics Women's 800 metres,3

SUI,Freestyle Skiing Women's Aerials,12

SUI,"Cycling Women's Road Race, Individual",19

SUI,Cycling Women's Individual Time Trial,6

SUI,Sailing Men's Two Person Dinghy,16

SUI,Biathlon Men's 10 kilometres Sprint,18

SUI,Weightlifting Men's Middle-Heavyweight,2

SUI,"Wrestling Men's Middleweight, Freestyle",12

SUI,Swimming Women's 100 metres Butterfly,5

SUI,Swimming Women's 200 metres Butterfly,5

SUI,Sailing Women's One Person Dinghy,4

SUI,Sailing Mixed Multihull,12

SUI,Snowboarding Women's Parallel Giant Slalom,11

SUI,Swimming Women's 100 metres Breaststroke,4

SUI,Swimming Women's 200 metres Breaststroke,8

SUI,Speed Skating Women's 500 metres,2

SUI,"Speed Skating Women's 1,000 metres",2

SUI,"Speed Skating Women's 1,500 metres",1

SUI,Athletics Men's Pentathlon,2

SUI,Boxing Men's Light-Middleweight,1

SUI,Boxing Men's Middleweight,6

SUI,Athletics Women's Pole Vault,5

SUI,Figure Skating Men's Singles,17

SUI,Swimming Men's 50 metres Freestyle,7

SUI,"Equestrianism Men's Jumping, Individual",11

SUI,"Equestrianism Men's Jumping, Team",10

SUI,Athletics Men's Javelin Throw,10

SUI,"Equestrianism Mixed Three-Day Event, Individual",10

SUI,"Equestrianism Mixed Three-Day Event, Team",7

SUI,Modern Pentathlon Men's Team,15

SUI,Archery Women's Individual,9

SUI,Cross Country Skiing Men's 10/10 kilometres Pursuit,2

SUI,Cross Country Skiing Men's Team Sprint,6

SUI,Rowing Men's Single Sculls,16

SUI,"Wrestling Men's Heavyweight, Greco-Roman",4

SUI,"Shooting Mixed Free Pistol, 50 metres",3

SUI,"Wrestling Men's Flyweight, Greco-Roman",1

SUI,Judo Men's Lightweight,3

SUI,Judo Men's Extra-Lightweight,4

SUI,Diving Women's Springboard,4

SUI,"Athletics Women's 1,500 metres",7

SUI,"Athletics Women's 3,000 metres",2

SUI,"Wrestling Men's Heavyweight, Freestyle",10

SUI,"Shooting Mixed Rapid-Fire Pistol, 25 metres",5

SUI,"Art Competitions Mixed Painting, Graphic Arts",8

SUI,"Art Competitions Mixed Sculpturing, Medals And Reliefs",4

SUI,Snowboarding Men's Boardercross,5

SUI,Biathlon Women's 15 kilometres,5

SUI,Biathlon Women's 4 x 6 kilometres Relay,4

SUI,Sailing Mixed Three Person Keelboat,9

SUI,Snowboarding Women's Slopestyle,3

SUI,Swimming Men's 100 metres Butterfly,6

SUI,Swimming Men's 4 x 100 metres Medley Relay,16

SUI,"Swimming Men's 1,500 metres Freestyle",8

SUI,Luge Men's Singles,13

SUI,"Canoeing Women's Kayak Singles, Slalom",7

SUI,Sailing Mixed 6 metres,16

SUI,Boxing Men's Featherweight,5

SUI,Boxing Men's Flyweight,3

SUI,"Wrestling Men's Bantamweight, Greco-Roman",2

SUI,Athletics Men's 400 metres Hurdles,10

SUI,Sailing Mixed 5.5 metres,12

SUI,"Art Competitions Mixed Painting, Unknown Event",13

SUI,Cross Country Skiing Men's Sprint,10

SUI,Athletics Men's Discus Throw,6

SUI,Weightlifting Men's Light-Heavyweight,8

SUI,Boxing Men's Lightweight,3

SUI,Nordic Combined Men's Team,25

SUI,Sailing Men's Skiff,2

SUI,Swimming Men's 100 metres Breaststroke,9

SUI,Athletics Men's High Jump,10

SUI,Swimming Men's 200 metres Butterfly,3

SUI,Art Competitions Mixed Sculpturing,9

SUI,Sailing Men's Two Person Keelboat,6

SUI,Sailing Mixed Open,3

SUI,Sailing Mixed 1-2 Ton,6

SUI,Art Competitions Mixed Literature,3

SUI,Swimming Women's 4 x 100 metres Freestyle Relay,16

SUI,Diving Men's Platform,5

SUI,"Athletics Men's 1,500 metres",19

SUI,Swimming Men's 400 metres Breaststroke,1

SUI,Swimming Men's 200 metres Individual Medley,3

SUI,Swimming Men's 400 metres Individual Medley,3

SUI,Swimming Women's 4 x 200 metres Freestyle Relay,8

SUI,"Art Competitions Mixed Sculpturing, Medals And Plaques",3

SUI,"Cycling Men's Individual Pursuit, 4,000 metres",9

SUI,Modern Pentathlon Women's Individual,2

SUI,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",5

SUI,Athletics Women's 100 metres,5

SUI,Art Competitions Mixed Music,3

SUI,"Athletics Men's 10,000 metres",5

SUI,Sailing Mixed Two Person Dinghy,6

SUI,"Canoeing Men's Canadian Singles, Slalom",2

SUI,Alpinism Mixed Alpinism,2

SUI,"Art Competitions Mixed Literature, Unknown Event",6

SUI,Athletics Women's Javelin Throw,2

SUI,Luge Mixed (Men)'s Doubles,4

SUI,"Art Competitions Mixed Literature, Epic Works",3

SUI,Sailing Men's Windsurfer,5

SUI,Swimming Men's 200 metres Backstroke,5

SUI,Cycling Women's BMX,1

SUI,Sailing Women's Two Person Dinghy,4

SUI,Freestyle Skiing Women's Halfpipe,3

SUI,Judo Men's Open Class,2

SUI,Art Competitions Mixed Architecture,6

SUI,Weightlifting Men's Heavyweight,4

SUI,Freestyle Skiing Men's Ski Cross,6

SUI,"Cycling Men's Mountainbike, Cross-Country",17

SUI,Snowboarding Men's Parallel Giant Slalom,16

SUI,Snowboarding Men's Parallel Slalom,4

SUI,Athletics Women's 400 metres Hurdles,5

SUI,Beach Volleyball Women's Beach Volleyball,10

SUI,Snowboarding Women's Boardercross,9

SUI,"Equestrianism Men's Dressage, Individual",9

SUI,"Equestrianism Men's Dressage, Team",3

SUI,"Art Competitions Mixed Sculpturing, Reliefs",6

SUI,Biathlon Men's 12.5 kilometres Pursuit,6

SUI,Biathlon Men's 15 kilometres Mass Start,1

SUI,"Art Competitions Mixed Music, Instrumental And Chamber",3

SUI,Archery Men's Individual,7

SUI,Art Competitions Mixed Painting,2

SUI,Cycling Men's Sprint,11

SUI,Biathlon Women's 7.5 kilometres Sprint,3

SUI,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,4

SUI,Biathlon Women's 10 kilometres Pursuit,3

SUI,Biathlon Women's 12.5 kilometres Mass Start,2

SUI,Freestyle Skiing Men's Aerials,13

SUI,"Wrestling Men's Bantamweight, Freestyle",5

SUI,Cross Country Skiing Women's 20 kilometres,7

SUI,"Fencing Women's epee, Individual",9

SUI,Rowing Men's Lightweight Double Sculls,6

SUI,Skeleton Women's Skeleton,5

SUI,Freestyle Skiing Men's Halfpipe,3

SUI,Rowing Women's Single Sculls,2

SUI,Judo Women's Lightweight,1

SUI,Swimming Women's 100 metres Backstroke,8

SUI,Cycling Men's BMX,3

SUI,Boxing Men's Welterweight,8

SUI,Gymnastics Men's Rope Climbing,8

SUI,Gymnastics Men's Side Horse,8

SUI,"Shooting Men's Free Rifle, Any Position, 300 metres",6

SUI,Snowboarding Men's Giant Slalom,4

SUI,Speed Skating Men's 500 metres,5

SUI,"Speed Skating Men's 1,500 metres",10

SUI,Triathlon Men's Olympic Distance,13

SUI,Swimming Women's 200 metres Backstroke,5

SUI,"Fencing Women's epee, Team",6

SUI,Snowboarding Women's Halfpipe,8

SUI,Judo Women's Half-Middleweight,1

SUI,"Canoeing Women's Kayak Singles, 500 metres",3

SUI,Nordic Combined Men's Sprint,8

SUI,"Nordic Combined Men's Normal Hill / 10 km, Individual",5

SUI,"Nordic Combined Men's Large Hill / 10 km, Individual",5

SUI,"Wrestling Men's Lightweight, Greco-Roman",5

SUI,Boxing Men's Light-Heavyweight,4

SUI,Cross Country Skiing Women's Sprint,5

SUI,Canoeing Men's Kayak Relay 4 x 500 metres,4

SUI,Figure Skating Mixed Ice Dancing,2

SUI,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",6

SUI,Golf Women's Individual,2

SUI,Judo Men's Heavyweight,3

SUI,"Athletics Women's 10,000 metres",3

SUI,Snowboarding Women's Parallel Slalom,4

SUI,Weightlifting Men's Featherweight,7

SUI,"Wrestling Men's Featherweight, Freestyle",9

SUI,Sailing Women's Windsurfer,2

SUI,Snowboarding Women's Giant Slalom,3

SUI,"Gymnastics Men's Individual All-Around, Field Sports",2

SUI,"Gymnastics Men's Individual All-Around, Apparatus Work",2

SUI,"Art Competitions Mixed Architecture, Designs For Town Planning",8

SUI,Snowboarding Men's Slopestyle,2

SUI,Diving Women's Platform,2

SUI,"Speed Skating Men's 10,000 metres",2

SUI,Swimming Women's 400 metres Freestyle,6

SUI,Swimming Women's 800 metres Freestyle,7

SUI,"Shooting Men's Military Rifle, Prone, 300 metres",1

SUI,"Shooting Men's Military Rifle, Prone, 300 metres, Team",5

SUI,"Shooting Men's Military Rifle, Prone, 600 metres, Team",5

SUI,"Shooting Men's Military Rifle, Standing, 300 metres, Team",5

SUI,Judo Men's Half-Heavyweight,2

SUI,Athletics Women's 400 metres,2

SUI,Cross Country Skiing Women's 15 km Skiathlon,1

SUI,"Art Competitions Mixed Painting, Drawings And Water Colors",6

SUI,"Art Competitions Mixed Painting, Paintings",5

SUI,Freestyle Skiing Women's Ski Cross,8

SUI,Rowing Women's Double Sculls,2

SUI,Weightlifting Men's Bantamweight,1

SUI,Diving Women's Synchronized Springboard,2

SUI,Athletics Men's 20 kilometres Walk,3

SUI,Trampolining Men's Individual,2

SUI,"Canoeing Men's Canadian Doubles, Slalom",6

SUI,Sailing Mixed Skiff,4

SUI,"Cycling Men's 5,000 metres",2

SUI,Cycling Men's 20 kilometres,2

SUI,"Shooting Men's Free Pistol, 25 metres",3

SUI,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",5

SUI,"Shooting Men's Military Revolver, 20 metres",4

SUI,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",3

SUI,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",5

SUI,Swimming Women's 200 metres Freestyle,4

SUI,"Canoeing Men's Folding Kayak Singles, 10 kilometres",1

SUI,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",1

SUI,Rhythmic Gymnastics Women's Individual,2

SUI,Athletics Women's Heptathlon,5

SUI,Swimming Women's 200 metres Individual Medley,3

SUI,Swimming Women's 400 metres Individual Medley,2

SUI,Swimming Women's 10 kilometres Open Water,2

SUI,Rowing Women's Lightweight Double Sculls,2

SUI,Athletics Women's 20 kilometres Walk,1

SUI,Shooting Men's Skeet,1

SUI,"Shooting Men's Free Rifle, Prone, 600 metres",4

SUI,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",5

SUI,Judo Women's Middleweight,1

SUI,"Athletics Women's 3,000 metres Steeplechase",1

SUI,Judo Women's Half-Lightweight,3

SUI,Aeronautics Mixed Aeronautics,1

SUI,Cycling Men's 333 metres Time Trial,1

SUI,Cycling Men's Omnium,1

SUI,Art Competitions Mixed Unknown Event,1

SUI,"Cycling Women's Individual Pursuit, 3,000 metres",2

SUI,"Wrestling Men's Light-Flyweight, Freestyle",1

SUI,Table Tennis Women's Singles,1

SUI,Shooting Mixed Skeet,1

SUI,Badminton Mixed Doubles,2

SUI,"Athletics Women's 5,000 metres",1

SUI,"Ski Jumping Women's Normal Hill, Individual",1

SUI,"Shooting Men's Military Pistol, 30 metres",1

BRA,Volleyball Men's Volleyball,165

BRA,Football Men's Football,204

BRA,Water Polo Women's Water Polo,13

BRA,Boxing Men's Middleweight,8

BRA,Water Polo Men's Water Polo,83

BRA,Tennis Men's Doubles,18

BRA,Handball Men's Handball,73

BRA,Volleyball Women's Volleyball,120

BRA,Basketball Men's Basketball,173

BRA,Sailing Mixed Two Person Heavyweight Dinghy,20

BRA,Sailing Mixed Three Person Keelboat,25

BRA,Sailing Mixed Two Person Keelboat,28

BRA,Basketball Women's Basketball,82

BRA,Athletics Women's Shot Put,5

BRA,Athletics Women's Discus Throw,5

BRA,"Fencing Men's Sabre, Individual",11

BRA,Sailing Men's Two Person Dinghy,14

BRA,Sailing Mixed Multihull,16

BRA,Rugby Sevens Men's Rugby Sevens,12

BRA,Boxing Men's Welterweight,4

BRA,Handball Women's Handball,71

BRA,"Fencing Men's Foil, Individual",14

BRA,"Fencing Men's Foil, Team",8

BRA,Football Women's Football,102

BRA,Beach Volleyball Men's Beach Volleyball,24

BRA,"Swimming Men's 1,500 metres Freestyle",16

BRA,Swimming Men's 400 metres Individual Medley,11

BRA,"Shooting Men's Air Pistol, 10 metres",5

BRA,"Shooting Men's Rapid-Fire Pistol, 25 metres",15

BRA,"Shooting Men's Free Pistol, 50 metres",18

BRA,Swimming Men's 100 metres Butterfly,17

BRA,Swimming Men's 200 metres Butterfly,14

BRA,Swimming Men's 4 x 100 metres Medley Relay,50

BRA,"Equestrianism Mixed Dressage, Individual",9

BRA,"Equestrianism Mixed Dressage, Team",4

BRA,Rowing Men's Lightweight Double Sculls,6

BRA,Athletics Women's 400 metres,9

BRA,Athletics Women's 4 x 400 metres Relay,20

BRA,Rowing Men's Coxed Pairs,21

BRA,Rowing Men's Quadruple Sculls,8

BRA,Judo Women's Heavyweight,5

BRA,"Cycling Men's Road Race, Individual",31

BRA,Cycling Men's 100 kilometres Team Time Trial,12

BRA,Athletics Men's Long Jump,15

BRA,Judo Women's Lightweight,7

BRA,Boxing Men's Featherweight,8

BRA,Athletics Women's 100 metres,12

BRA,"Shooting Women's Air Pistol, 10 metres",4

BRA,"Shooting Women's Sporting Pistol, 25 metres",5

BRA,Swimming Men's 100 metres Backstroke,29

BRA,Swimming Men's 100 metres Freestyle,40

BRA,Swimming Women's 200 metres Freestyle,6

BRA,Swimming Women's 400 metres Freestyle,8

BRA,Swimming Women's 800 metres Freestyle,1

BRA,Swimming Women's 4 x 100 metres Freestyle Relay,20

BRA,Beach Volleyball Women's Beach Volleyball,24

BRA,"Cycling Men's 1,000 metres Time Trial",5

BRA,"Cycling Men's Team Pursuit, 4,000 metres",8

BRA,Trampolining Men's Individual,1

BRA,Gymnastics Women's Individual All-Around,24

BRA,Gymnastics Women's Team All-Around,22

BRA,Gymnastics Women's Floor Exercise,24

BRA,Gymnastics Women's Uneven Bars,24

BRA,Gymnastics Women's Balance Beam,24

BRA,Boxing Men's Light-Heavyweight,9

BRA,Athletics Men's 100 metres,40

BRA,Athletics Men's 4 x 100 metres Relay,42

BRA,Judo Women's Half-Heavyweight,6

BRA,"Athletics Men's 1,500 metres",13

BRA,Alpine Skiing Men's Super G,6

BRA,Alpine Skiing Men's Giant Slalom,8

BRA,Alpine Skiing Men's Slalom,6

BRA,"Equestrianism Mixed Three-Day Event, Individual",22

BRA,"Equestrianism Mixed Three-Day Event, Team",25

BRA,Judo Men's Half-Middleweight,11

BRA,Swimming Men's 4 x 100 metres Freestyle Relay,41

BRA,Swimming Men's 4 x 200 metres Freestyle Relay,56

BRA,Rowing Men's Coxless Fours,4

BRA,Swimming Men's 200 metres Backstroke,14

BRA,Boxing Women's Lightweight,2

BRA,Rugby Sevens Women's Rugby Sevens,13

BRA,Athletics Men's Decathlon,5

BRA,Archery Women's Individual,4

BRA,Cycling Men's Sprint,3

BRA,Alpine Skiing Women's Giant Slalom,5

BRA,Swimming Men's 200 metres Breaststroke,21

BRA,"Cycling Men's Mountainbike, Cross-Country",8

BRA,"Fencing Men's epee, Team",25

BRA,Sailing Mixed Two Person Dinghy,6

BRA,Swimming Men's 200 metres Individual Medley,13

BRA,Archery Men's Individual,11

BRA,"Fencing Women's Sabre, Individual",2

BRA,Rowing Men's Coxless Pairs,12

BRA,Athletics Men's 20 kilometres Walk,12

BRA,Athletics Men's 4 x 400 metres Relay,23

BRA,Boxing Women's Middleweight,2

BRA,Rowing Men's Coxed Fours,40

BRA,Athletics Men's Triple Jump,24

BRA,Weightlifting Men's Middle-Heavyweight,4

BRA,Swimming Women's 4 x 200 metres Freestyle Relay,8

BRA,Rhythmic Gymnastics Women's Group,23

BRA,Sailing Women's Two Person Dinghy,14

BRA,Judo Women's Half-Middleweight,7

BRA,"Shooting Men's Free Pistol, 50 metres, Team",5

BRA,Swimming Men's 100 metres Breaststroke,15

BRA,Gymnastics Women's Horse Vault,12

BRA,Athletics Men's 800 metres,21

BRA,Triathlon Men's Olympic Distance,11

BRA,"Equestrianism Mixed Jumping, Individual",47

BRA,"Equestrianism Mixed Jumping, Team",44

BRA,Gymnastics Men's Individual All-Around,10

BRA,Gymnastics Men's Team All-Around,5

BRA,Gymnastics Men's Floor Exercise,12

BRA,Gymnastics Men's Parallel Bars,9

