code,event,participants
KOR,Shooting Mixed Skeet,7

KOR,Weightlifting Women's Flyweight,1

KOR,Athletics Men's 50 kilometres Walk,7

KOR,Weightlifting Women's Heavyweight,3

KOR,Rowing Women's Lightweight Double Sculls,6

KOR,Taekwondo Women's Featherweight,3

KOR,Taekwondo Men's Heavyweight,5

KOR,"Wrestling Men's Flyweight, Freestyle",8

KOR,Athletics Men's 4 x 100 metres Relay,4

KOR,Athletics Women's Javelin Throw,7

KOR,Rowing Men's Lightweight Double Sculls,2

KOR,Weightlifting Women's Super-Heavyweight,6

KOR,Tennis Men's Singles,7

KOR,Tennis Men's Doubles,8

KOR,"Canoeing Men's Canadian Singles, 500 metres",3

KOR,"Canoeing Men's Canadian Singles, 1,000 metres",2

KOR,Shooting Men's Skeet,3

KOR,Bobsleigh Men's Two,4

KOR,Weightlifting Men's Heavyweight II,2

KOR,Athletics Women's 20 kilometres Walk,7

KOR,Judo Women's Extra-Lightweight,6

KOR,Athletics Men's 100 metres,6

KOR,Judo Women's Half-Heavyweight,5

KOR,Athletics Men's 800 metres,8

KOR,"Athletics Men's 1,500 metres",6

KOR,"Athletics Women's 10,000 metres",1

KOR,Swimming Women's 4 x 200 metres Freestyle Relay,4

KOR,Sailing Men's Two Person Dinghy,16

KOR,Boxing Men's Super-Heavyweight,2

KOR,"Wrestling Men's Light-Flyweight, Freestyle",5

KOR,Cross Country Skiing Men's 10/10 kilometres Pursuit,3

KOR,Cross Country Skiing Men's Sprint,3

KOR,Swimming Men's 400 metres Individual Medley,5

KOR,Table Tennis Men's Team,9

KOR,Athletics Women's Heptathlon,1

KOR,Swimming Men's 100 metres Backstroke,8

KOR,Swimming Men's 200 metres Backstroke,7

KOR,Weightlifting Men's Lightweight,16

KOR,"Wrestling Men's Heavyweight, Freestyle",3

KOR,Swimming Men's 100 metres Breaststroke,4

KOR,Cycling Men's Omnium,2

KOR,Athletics Men's High Jump,10

KOR,Judo Men's Open Class,2

KOR,Luge Mixed (Men)'s Doubles,2

KOR,Luge Mixed Team Relay,4

KOR,Sailing Men's Windsurfer,8

KOR,Tennis Women's Doubles,8

KOR,Sailing Women's Windsurfer,2

KOR,Speed Skating Women's Team Pursuit (6 laps),6

KOR,Athletics Men's Pole Vault,7

KOR,Athletics Women's Discus Throw,3

KOR,Athletics Men's Long Jump,8

KOR,"Canoeing Men's Kayak Singles, 1,000 metres",3

KOR,Diving Women's Springboard,2

KOR,Sailing Mixed Two Person Heavyweight Dinghy,2

KOR,"Wrestling Men's Light-Heavyweight, Freestyle",6

KOR,Freestyle Skiing Men's Halfpipe,1

KOR,Sailing Mixed One Person Dinghy,4

KOR,Snowboarding Men's Halfpipe,3

KOR,Athletics Women's High Jump,1

KOR,"Wrestling Men's Welterweight, Greco-Roman",9

KOR,"Wrestling Women's Flyweight, Freestyle",2

KOR,Biathlon Women's 7.5 kilometres Sprint,3

KOR,Biathlon Women's 15 kilometres,3

KOR,"Fencing Women's Sabre, Team",3

KOR,Athletics Men's 110 metres Hurdles,3

KOR,Cycling Women's Sprint,2

KOR,"Canoeing Women's Kayak Singles, 500 metres",2

KOR,Shooting Women's Skeet,2

KOR,Swimming Men's 50 metres Freestyle,3

KOR,Snowboarding Men's Parallel Giant Slalom,2

KOR,Snowboarding Men's Parallel Slalom,2

KOR,Swimming Women's 400 metres Individual Medley,5

KOR,Alpine Skiing Women's Giant Slalom,4

KOR,Bobsleigh Women's Two,2

KOR,Taekwondo Women's Flyweight,1

KOR,Weightlifting Women's Middleweight,2

KOR,Athletics Women's 400 metres Hurdles,1

KOR,Modern Pentathlon Women's Individual,3

KOR,Taekwondo Men's Flyweight,2

KOR,Rowing Women's Single Sculls,4

KOR,"Athletics Men's 5,000 metres",2

KOR,Cycling Women's Points Race,3

KOR,"Speed Skating Women's 5,000 metres",1

KOR,Shooting Women's Double Trap,2

KOR,Cross Country Skiing Women's Sprint,2

KOR,Cross Country Skiing Women's 10 kilometres,4

KOR,Cross Country Skiing Women's 15 kilometres,1

KOR,Cross Country Skiing Women's 5/5 kilometres Pursuit,1

KOR,Cross Country Skiing Women's 30 kilometres,2

KOR,Cross Country Skiing Women's 15 km Skiathlon,3

KOR,Figure Skating Mixed Ice Dancing,2

KOR,Taekwondo Men's Featherweight,4

KOR,Cycling Women's Team Sprint,2

KOR,Weightlifting Men's Light-Heavyweight,8

KOR,Athletics Men's Decathlon,1

KOR,Athletics Women's Pentathlon,1

KOR,Sailing Mixed Windsurfer,1

KOR,Rowing Men's Double Sculls,2

KOR,Cycling Women's Keirin,2

KOR,Taekwondo Women's Heavyweight,1

KOR,Cycling Women's Omnium,1

KOR,"Athletics Men's 10,000 metres",1

KOR,Athletics Women's 100 metres,4

KOR,"Equestrianism Men's Jumping, Individual",1

KOR,Athletics Women's 200 metres,3

KOR,"Athletics Women's 1,500 metres",1

KOR,Sailing Mixed Multihull,2

KOR,Shooting Men's Double Trap,1

KOR,Freestyle Skiing Women's Halfpipe,1

KOR,"Shooting Mixed Rapid-Fire Pistol, 25 metres",1

KOR,Freestyle Skiing Women's Moguls,4

KOR,Luge Women's Singles,1

KOR,Athletics Men's 400 metres,2

KOR,Weightlifting Women's Lightweight,1

KOR,Weightlifting Women's Featherweight,2

THA,Basketball Men's Basketball,9

THA,Archery Men's Individual,6

THA,Badminton Mixed Doubles,10

THA,Golf Men's Individual,2

THA,Boxing Men's Featherweight,9

THA,Boxing Men's Lightweight,10

THA,Boxing Men's Welterweight,8

THA,Sailing Mixed Three Person Keelboat,3

THA,Athletics Men's 4 x 100 metres Relay,48

THA,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",10

THA,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",11

THA,"Shooting Mixed Free Pistol, 50 metres",6

THA,Football Men's Football,28

THA,Athletics Men's High Jump,1

THA,Sailing Mixed Two Person Keelboat,6

THA,Shooting Mixed Trap,8

THA,"Shooting Women's Air Rifle, 10 metres",5

THA,Boxing Men's Light-Welterweight,12

THA,Athletics Men's 200 metres,9

THA,Sailing Men's Windsurfer,8

THA,Boxing Men's Light-Middleweight,3

THA,Athletics Women's High Jump,5

THA,Taekwondo Women's Flyweight,4

THA,Cycling Men's Sprint,5

THA,"Cycling Men's 1,000 metres Time Trial",4

THA,"Cycling Men's Individual Pursuit, 4,000 metres",2

THA,"Cycling Men's Team Pursuit, 4,000 metres",7

THA,Sailing Men's One Person Dinghy,2

THA,Swimming Women's 100 metres Freestyle,5

THA,Swimming Women's 200 metres Freestyle,6

THA,Swimming Women's 400 metres Freestyle,6

THA,Athletics Men's 400 metres,6

THA,Athletics Men's 4 x 400 metres Relay,12

THA,"Equestrianism Mixed Three-Day Event, Individual",2

THA,Weightlifting Women's Flyweight,6

THA,Weightlifting Men's Lightweight,5

THA,Badminton Women's Singles,10

THA,Shooting Mixed Skeet,6

THA,Boxing Men's Flyweight,14

THA,Boxing Men's Bantamweight,13

THA,Cycling Women's BMX,1

THA,Athletics Men's 100 metres,13

THA,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",6

THA,Swimming Women's 100 metres Backstroke,4

THA,Swimming Women's 200 metres Backstroke,5

THA,Swimming Women's 100 metres Butterfly,4

THA,Badminton Women's Doubles,8

THA,"Cycling Men's Road Race, Individual",16

THA,Sailing Women's One Person Dinghy,1

THA,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",6

THA,Cycling Men's 100 kilometres Team Time Trial,12

THA,Athletics Women's 400 metres,3

THA,Athletics Women's 4 x 100 metres Relay,24

THA,Badminton Men's Singles,8

THA,Athletics Women's 4 x 400 metres Relay,4

THA,Swimming Men's 50 metres Freestyle,1

THA,Weightlifting Men's Middleweight,2

THA,Weightlifting Men's Flyweight,2

THA,Swimming Men's 200 metres Butterfly,3

THA,Swimming Men's 400 metres Individual Medley,4

THA,Athletics Women's 200 metres,2

THA,Boxing Men's Middleweight,3

THA,Weightlifting Men's Bantamweight,6

THA,"Shooting Women's Sporting Pistol, 25 metres",8

THA,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",5

THA,"Fencing Men's epee, Individual",4

THA,"Fencing Men's epee, Team",5

THA,Weightlifting Women's Middleweight,2

THA,Tennis Women's Doubles,6

THA,Diving Men's Springboard,3

THA,Swimming Men's 200 metres Breaststroke,4

THA,Swimming Men's 200 metres Individual Medley,4

THA,Taekwondo Men's Flyweight,4

THA,Weightlifting Men's Featherweight,4

THA,Taekwondo Women's Featherweight,4

THA,Judo Men's Lightweight,3

THA,Sailing Mixed Windsurfer,1

THA,Judo Men's Half-Heavyweight,1

THA,"Fencing Men's Sabre, Individual",5

THA,"Fencing Men's Sabre, Team",4

THA,"Canoeing Men's Kayak Singles, Slalom",1

THA,Athletics Women's Discus Throw,2

THA,"Shooting Men's Free Pistol, 50 metres",11

THA,Swimming Women's 800 metres Freestyle,2

THA,Swimming Men's 4 x 100 metres Medley Relay,4

THA,Badminton Men's Doubles,14

THA,Athletics Men's 800 metres,4

THA,Weightlifting Women's Featherweight,2

THA,Shooting Women's Skeet,3

THA,"Shooting Men's Air Rifle, 10 metres",7

THA,Golf Women's Individual,2

THA,Sailing Women's Windsurfer,5

THA,Archery Women's Individual,1

THA,Weightlifting Women's Lightweight,7

THA,Judo Men's Heavyweight,2

THA,Boxing Men's Light-Flyweight,10

THA,Sailing Mixed One Person Dinghy,4

THA,"Shooting Men's Rapid-Fire Pistol, 25 metres",7

THA,"Shooting Mixed Rapid-Fire Pistol, 25 metres",6

THA,Athletics Men's 400 metres Hurdles,1

THA,"Athletics Men's 5,000 metres",2

THA,"Athletics Men's 1,500 metres",4

THA,"Shooting Women's Air Pistol, 10 metres",5

THA,"Shooting Men's Air Pistol, 10 metres",5

THA,Table Tennis Women's Singles,6

THA,Athletics Women's Shot Put,1

THA,Boxing Women's Flyweight,1

THA,Swimming Men's 100 metres Freestyle,1

THA,"Cycling Women's Road Race, Individual",3

THA,Swimming Men's 100 metres Breaststroke,3

THA,Swimming Women's 200 metres Butterfly,2

THA,Swimming Women's 200 metres Individual Medley,2

THA,Swimming Women's 400 metres Individual Medley,4

THA,Cross Country Skiing Men's Sprint,1

THA,Cross Country Skiing Men's 30 kilometres,1

THA,Cross Country Skiing Men's 15 kilometres,1

THA,Rowing Women's Single Sculls,4

THA,Taekwondo Men's Welterweight,1

THA,Athletics Women's Javelin Throw,1

THA,"Fencing Men's Foil, Individual",1

THA,"Shooting Men's Free Rifle, Three Positions, 300 metres",2

THA,Weightlifting Women's Light-Heavyweight,2

THA,Athletics Women's Long Jump,1

THA,Swimming Men's 100 metres Backstroke,2

THA,Swimming Men's 200 metres Backstroke,2

THA,Swimming Women's 100 metres Breaststroke,1

THA,Swimming Women's 200 metres Breaststroke,1

THA,Diving Men's Platform,2

THA,Judo Women's Lightweight,1

THA,Judo Men's Middleweight,2

THA,Swimming Men's 200 metres Freestyle,2

THA,Tennis Men's Doubles,2

THA,Athletics Women's 100 metres Hurdles,2

THA,Swimming Men's 400 metres Freestyle,4

THA,"Swimming Men's 1,500 metres Freestyle",4

THA,Rowing Men's Single Sculls,1

THA,Athletics Women's 800 metres,1

THA,Athletics Men's Long Jump,3

THA,Athletics Men's Marathon,2

THA,Sailing Mixed Two Person Dinghy,2

THA,Athletics Women's 100 metres,4

THA,Tennis Men's Singles,2

THA,Athletics Women's 400 metres Hurdles,1

THA,Alpine Skiing Men's Giant Slalom,1

THA,Alpine Skiing Men's Slalom,1

THA,Weightlifting Men's Light-Heavyweight,2

THA,Weightlifting Men's Middle-Heavyweight,1

THA,Swimming Women's 50 metres Freestyle,2

THA,Tennis Women's Singles,3

THA,Table Tennis Men's Singles,1

THA,Athletics Women's Marathon,2

THA,Weightlifting Women's Heavyweight,1

THA,Diving Women's Platform,1

THA,Alpine Skiing Women's Giant Slalom,1

THA,Weightlifting Men's Heavyweight II,1

THA,Athletics Women's Heptathlon,1

THA,"Shooting Men's Running Target, 50 metres",1

THA,Judo Women's Heavyweight,1

BER,Swimming Women's 100 metres Backstroke,2

BER,Tennis Men's Singles,1

BER,Sailing Mixed Three Person Keelboat,21

BER,Sailing Mixed Multihull,6

BER,Swimming Men's 400 metres Freestyle,6

BER,Swimming Men's 4 x 200 metres Freestyle Relay,8

BER,Swimming Men's 100 metres Freestyle,8

BER,"Swimming Men's 1,500 metres Freestyle",4

BER,Athletics Men's 100 metres,10

BER,Swimming Men's 200 metres Breaststroke,4

BER,"Equestrianism Mixed Three-Day Event, Individual",7

BER,Sailing Mixed Two Person Keelboat,6

BER,Sailing Men's Two Person Keelboat,2

BER,Swimming Men's 50 metres Freestyle,3

BER,Boxing Men's Light-Heavyweight,1

BER,Rowing Men's Single Sculls,1

BER,Triathlon Men's Olympic Distance,2

BER,Swimming Men's 4 x 100 metres Freestyle Relay,4

BER,Sailing Mixed 5.5 metres,3

BER,Sailing Men's Two Person Dinghy,2

BER,Athletics Men's 200 metres,8

BER,Athletics Men's 4 x 100 metres Relay,8

BER,Athletics Men's 400 metres,6

BER,Sailing Mixed Two Person Heavyweight Dinghy,2

BER,Athletics Women's 100 metres,6

BER,Athletics Women's 200 metres,3

BER,Triathlon Women's Olympic Distance,3

BER,"Equestrianism Mixed Dressage, Individual",2

BER,Swimming Men's 100 metres Butterfly,2

BER,Swimming Men's 200 metres Individual Medley,1

BER,Swimming Men's 100 metres Breaststroke,4

BER,"Cycling Men's Road Race, Individual",4

BER,Athletics Men's High Jump,4

BER,Diving Men's Springboard,3

BER,Sailing Mixed One Person Dinghy,6

BER,Swimming Women's 50 metres Freestyle,1

BER,Boxing Men's Heavyweight,1

BER,Diving Women's Springboard,1

BER,Boxing Men's Light-Welterweight,1

BER,Athletics Women's Long Jump,5

BER,Sailing Men's Skiff,2

BER,Sailing Women's One Person Dinghy,4

BER,Sailing Women's Three Person Keelboat,3

BER,Sailing Mixed Two Person Dinghy,2

BER,Cross Country Skiing Men's 15 kilometres,2

BER,"Athletics Men's 1,500 metres",2

BER,Luge Men's Singles,4

BER,Boxing Men's Light-Middleweight,1

BER,Rowing Women's Single Sculls,1

BER,Sailing Men's One Person Dinghy,1

BER,Swimming Men's 100 metres Backstroke,1

BER,Skeleton Men's Skeleton,1

BER,Swimming Women's 100 metres Breaststroke,1

BER,Swimming Women's 200 metres Breaststroke,1

BER,Swimming Women's 200 metres Individual Medley,1

BER,Athletics Women's Javelin Throw,1

BER,Athletics Men's Long Jump,3

BER,Athletics Men's Marathon,1

BER,"Equestrianism Mixed Jumping, Individual",2

BER,Sailing Men's Windsurfer,1

BER,Athletics Men's 800 metres,1

BER,Athletics Men's Triple Jump,4

ANZ,Athletics Men's Marathon,4

ANZ,Diving Men's Springboard,1

ANZ,Boxing Men's Middleweight,1

ANZ,Swimming Men's 4 x 200 metres Freestyle Relay,8

ANZ,Rugby Men's Rugby,15

ANZ,Swimming Men's 100 metres Freestyle,8

ANZ,Swimming Men's 400 metres Freestyle,7

ANZ,"Swimming Men's 1,500 metres Freestyle",5

ANZ,Athletics Men's 5 mile,2

ANZ,Swimming Men's 200 metres Breaststroke,2

ANZ,Swimming Women's 100 metres Freestyle,2

ANZ,Rowing Men's Coxed Eights,9

ANZ,"Athletics Men's 5,000 metres",1

ANZ,"Athletics Men's 10,000 metres",1

ANZ,"Shooting Men's Small-Bore Rifle, Prone, 50 and 100 yards",1

ANZ,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 yards",1

ANZ,"Shooting Men's Small-Bore Rifle, Moving Target, 25 yards",1

ANZ,Athletics Men's Standing High Jump,1

ANZ,"Athletics Men's 3,500 metres Walk",2

ANZ,Athletics Men's 10 mile Walk,2

ANZ,"Athletics Men's 1,500 metres",2

ANZ,Rowing Men's Single Sculls,1

ANZ,Athletics Men's 110 metres Hurdles,1

ANZ,Athletics Men's 400 metres Hurdles,1

ANZ,Athletics Men's 10 kilometres Walk,1

ANZ,Athletics Men's 400 metres,1

ANZ,Swimming Men's 400 metres Breaststroke,1

ANZ,Athletics Men's 100 metres,1

ANZ,Athletics Men's 200 metres,1

ANZ,Athletics Men's 800 metres,1

ANZ,"Tennis Men's Singles, Covered Courts",1

SCG,Boxing Men's Welterweight,1

SCG,Basketball Men's Basketball,36

SCG,Rowing Men's Lightweight Coxless Fours,4

SCG,Football Men's Football,17

SCG,Volleyball Men's Volleyball,35

SCG,Swimming Men's 100 metres Backstroke,2

SCG,Swimming Men's 50 metres Freestyle,2

SCG,"Shooting Women's Air Rifle, 10 metres",4

SCG,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",4

SCG,Handball Men's Handball,15

SCG,Swimming Men's 100 metres Butterfly,3

SCG,Swimming Men's 100 metres Freestyle,3

SCG,Swimming Men's 200 metres Backstroke,1

SCG,Water Polo Men's Water Polo,38

SCG,Athletics Women's Marathon,2

SCG,Athletics Women's 100 metres,1

SCG,Athletics Women's 4 x 100 metres Relay,4

SCG,Athletics Women's 4 x 400 metres Relay,4

SCG,Athletics Men's Marathon,1

SCG,"Canoeing Women's Kayak Singles, 500 metres",1

SCG,Alpine Skiing Men's Giant Slalom,2

SCG,Alpine Skiing Men's Slalom,2

SCG,Athletics Men's Triple Jump,1

SCG,Bobsleigh Men's Four,4

SCG,Table Tennis Women's Singles,1

SCG,Swimming Men's 200 metres Freestyle,2

SCG,Rowing Men's Coxless Fours,4

SCG,"Canoeing Men's Kayak Singles, 500 metres",2

SCG,"Canoeing Men's Kayak Doubles, 500 metres",2

SCG,"Canoeing Men's Kayak Doubles, 1,000 metres",2

SCG,Athletics Men's 20 kilometres Walk,1

SCG,Swimming Men's 200 metres Individual Medley,1

SCG,Alpine Skiing Women's Slalom,4

SCG,Swimming Women's 200 metres Backstroke,2

SCG,Table Tennis Men's Singles,6

SCG,Table Tennis Men's Doubles,6

SCG,Athletics Men's Long Jump,2

SCG,Tennis Women's Singles,1

SCG,Athletics Men's 4 x 400 metres Relay,4

SCG,"Athletics Women's 5,000 metres",2

SCG,"Athletics Women's 10,000 metres",1

SCG,"Wrestling Men's Middleweight, Greco-Roman",1

SCG,"Wrestling Men's Light-Heavyweight, Greco-Roman",1

SCG,Judo Women's Heavyweight,1

SCG,"Canoeing Men's Kayak Fours, 1,000 metres",4

SCG,Weightlifting Men's Featherweight,1

SCG,Swimming Women's 100 metres Breaststroke,1

SCG,Swimming Women's 200 metres Breaststroke,1

SCG,Cross Country Skiing Women's 15 km Skiathlon,1

SCG,Alpine Skiing Women's Giant Slalom,2

SCG,Alpine Skiing Women's Super G,1

SCG,Alpine Skiing Women's Combined,1

SCG,Athletics Men's 110 metres Hurdles,1

SCG,"Shooting Men's Air Rifle, 10 metres",5

SCG,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",5

SCG,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",5

SCG,Swimming Men's 200 metres Butterfly,3

SCG,Athletics Women's Triple Jump,1

SCG,Judo Men's Half-Lightweight,1

SCG,Biathlon Men's 10 kilometres Sprint,1

SCG,Biathlon Men's 20 kilometres,1

SCG,Cross Country Skiing Men's 50 kilometres,1

SCG,Judo Men's Heavyweight,1

SCG,"Shooting Women's Air Pistol, 10 metres",4

SCG,Athletics Men's 4 x 100 metres Relay,4

SCG,Swimming Women's 50 metres Freestyle,3

SCG,Athletics Men's Shot Put,3

SCG,Athletics Men's 400 metres Hurdles,1

SCG,Swimming Women's 100 metres Freestyle,1

SCG,"Athletics Men's 1,500 metres",1

SCG,Judo Men's Half-Middleweight,1

SCG,Athletics Men's 50 kilometres Walk,3

SCG,Swimming Men's 100 metres Breaststroke,2

SCG,Athletics Women's 200 metres,2

SCG,"Fencing Women's epee, Individual",2

SCG,"Shooting Women's Sporting Pistol, 25 metres",3

SCG,"Wrestling Men's Lightweight, Greco-Roman",1

SCG,Rowing Men's Coxless Pairs,4

SCG,"Cycling Men's Road Race, Individual",1

SCG,Swimming Women's 100 metres Backstroke,1

SCG,Athletics Women's Discus Throw,1

SCG,Athletics Men's High Jump,5

SCG,Tennis Men's Doubles,2

SCG,Diving Men's Platform,1

SCG,Figure Skating Men's Singles,1

SCG,Athletics Women's 400 metres,1

SCG,"Shooting Men's Air Pistol, 10 metres",1

SCG,"Shooting Men's Free Pistol, 50 metres",1

SCG,Diving Men's Springboard,1

SLE,Athletics Men's 400 metres,5

SLE,Athletics Men's 4 x 100 metres Relay,20

SLE,Athletics Men's 4 x 400 metres Relay,12

SLE,Athletics Men's 800 metres,5

SLE,Athletics Women's 100 metres,7

SLE,Boxing Men's Lightweight,1

SLE,Athletics Women's 100 metres Hurdles,2

SLE,Athletics Women's Long Jump,3

SLE,Athletics Women's Heptathlon,2

SLE,Athletics Women's 4 x 100 metres Relay,4

SLE,Weightlifting Men's Middleweight,1

SLE,Athletics Men's 100 metres,10

SLE,Athletics Men's 200 metres,9

SLE,Athletics Men's Decathlon,1

SLE,"Athletics Men's 1,500 metres",2

SLE,Boxing Men's Heavyweight,2

SLE,Boxing Men's Light-Middleweight,2

SLE,Swimming Men's 50 metres Freestyle,2

SLE,Weightlifting Men's Light-Heavyweight,1

SLE,Athletics Men's Long Jump,2

SLE,Athletics Men's 400 metres Hurdles,1

SLE,Athletics Men's 110 metres Hurdles,1

SLE,Swimming Women's 50 metres Freestyle,1

SLE,Boxing Men's Light-Flyweight,1

SLE,Boxing Men's Light-Heavyweight,1

SLE,Athletics Women's 200 metres,3

SLE,Athletics Women's 400 metres,3

SLE,"Athletics Men's 10,000 metres",1

SLE,Athletics Men's Marathon,3

SLE,Athletics Women's 800 metres,1

SLE,Boxing Men's Middleweight,1

SLE,Boxing Men's Welterweight,1

SLE,"Athletics Women's 1,500 metres",1

SLE,Athletics Men's High Jump,1

SLE,"Cycling Men's Road Race, Individual",1

PNG,Athletics Men's 4 x 100 metres Relay,4

PNG,Athletics Men's 200 metres,6

PNG,Athletics Men's 4 x 400 metres Relay,8

PNG,"Athletics Women's 1,500 metres",2

PNG,"Athletics Women's 3,000 metres",2

PNG,Athletics Men's 400 metres,6

PNG,Boxing Men's Light-Welterweight,3

PNG,Boxing Men's Light-Flyweight,3

PNG,Weightlifting Men's Featherweight,1

PNG,Athletics Men's 400 metres Hurdles,5

PNG,Athletics Women's 200 metres,1

PNG,Athletics Women's 400 metres,2

PNG,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",1

PNG,Swimming Men's 100 metres Breaststroke,1

PNG,Shooting Mixed Trap,2

PNG,"Athletics Men's 10,000 metres",3

PNG,Athletics Men's Marathon,4

PNG,Weightlifting Men's Middle-Heavyweight,1

PNG,Boxing Men's Flyweight,2

PNG,Athletics Men's 100 metres,3

PNG,Athletics Women's 100 metres,5

PNG,Athletics Women's 100 metres Hurdles,1

PNG,Boxing Men's Featherweight,2

PNG,Weightlifting Men's Light-Heavyweight,1

PNG,Taekwondo Men's Featherweight,1

PNG,Taekwondo Women's Heavyweight,1

PNG,Boxing Men's Lightweight,3

PNG,Weightlifting Men's Lightweight,2

PNG,"Athletics Men's 5,000 metres",2

PNG,Athletics Women's Heptathlon,2

PNG,Swimming Women's 50 metres Freestyle,2

PNG,Athletics Men's Decathlon,1

PNG,Sailing Mixed Windsurfer,1

PNG,Sailing Men's Windsurfer,1
